name,parent,value
SEAT,origin,0.54903577
SEB,origin,0.23943662
SECO,origin,0.434283736
SECT,origin,0.619333753
SEDG,origin,0.627117109
SEE,origin,0.392285611
SEED,origin,0.565520066
SEEL,origin,0.662956099
SEER,origin,0.728872975
SEF,origin,0.108669255
SEIC,origin,0.588380053
SEIM,origin,1
SEIQ,origin,1
SEIV,origin,1
SEIX,origin,0.94723984
SELB,origin,0.424853487
SELF,origin,0.520829065
SELV,origin,0.522959184
SEM,origin,0.748872662
SEMI,origin,0.636942675
SEMR,origin,0.80354847
SENEA,origin,0.461005949
SENEB,origin,0.333333333
SENS,origin,0.608520192
SENT,origin,0.549268668
SERA,origin,0.416856798
SES,origin,0.408424087
SESG,origin,0.999667332
SESN,origin,0.146664302
SES/WS,origin,1
SEV,origin,0.16095736
SEVN,origin,0.049394443
SF,origin,0.565381268
SFB,origin,0.473955507
SFBC,origin,0.5
SFBS,origin,0.389329556
SFE,origin,0.491353001
SFET,origin,0.371598189
SFIG,origin,0.12143928
SFIX,origin,0.687840348
SFL,origin,0.655033797
SFM,origin,0.902216519
SFNC,origin,0.429564827
SFpB,origin,0.654940588
SFpC,origin,0.430226891
SFpD,origin,0.729203891
SFST,origin,0.647928994
SFT,origin,0.701008842
SFY,origin,0.740447361
SFYF,origin,0.144186047
SFYX,origin,0.057822278
SG,origin,0.537625332
SGA,origin,0.092307692
SGBX,origin,0.202635546
SGC,origin,0.513397423
SGDJ,origin,0.222953358
SGDM,origin,0.261128387
SGEN,origin,0.410048687
SGFY,origin,0.553949134
SGG,origin,0.777080063
SGH,origin,0.543333751
SGHC,origin,0.512972943
SGHT,origin,0.605703214
SGLY,origin,0.538780163
SGMA,origin,0.464929757
SGML,origin,0.517766052
SGMO,origin,0.482960211
SGOL,origin,0.415256624
SGOV,origin,0.733574492
SGRP,origin,0.239438768
SGRY,origin,0.500054995
SGTX,origin,0.543077739
SGU,origin,0.307148947
SH,origin,0.576642605
SHAC,origin,0.08892217
SHAG,origin,0.002719362
SHAK,origin,0.520237849
SHAP,origin,1
SHBI,origin,0.254368218
SHC,origin,0.401765262
SHCR,origin,0.611409036
SHDG,origin,1
SHE,origin,0.152173913
SHEL,origin,0.522617853
SHEN,origin,0.540001878
SHFS,origin,0.950487013
SHFSW,origin,1
SHG,origin,0.48442827
SHIP,origin,0.554436293
SHLS,origin,0.629504071
SHM,origin,0.270702664
SHO,origin,0.393317663
SHOC,origin,0.977037955
SHOO,origin,0.670175168
SHOP,origin,0.602365562
SHOpH,origin,0.820978092
SHOpI,origin,0.44253819
SHPH,origin,0.368553162
SHPW,origin,0.366239638
SHPW/WS,origin,0.5
SHUA,origin,1
SHV,origin,0.658327296
SHW,origin,0.221874975
SHY,origin,0.592175371
SHYD,origin,0.287980933
SHYF,origin,0.567660867
SHYG,origin,0.187154126
SHYL,origin,0.381710317
SI,origin,0.74620853
SIBN,origin,0.771742568
SID,origin,0.554935149
SIDU,origin,0.465922859
SIEB,origin,0.182817183
SIEN,origin,0.627575782
SIF,origin,0.495029821
SIFY,origin,0.699100709
SIG,origin,0.49994591
SIGA,origin,0.599907414
SIGI,origin,0.805311905
SIGIP,origin,0.916708229
SII,origin,0.292439683
SIJ,origin,0.199367089
SIL,origin,0.258753113
SILC,origin,0.738556338
SILJ,origin,0.290704091
SILK,origin,0.777338227
SILO,origin,0.524247602
SILV,origin,0.229335496
SILX,origin,0.589892929
SIM,origin,0.087084149
SIMO,origin,0.551962885
SIMS,origin,0.102177554
SINT,origin,0.521548854
SIOX,origin,0.042303569
SIpA,origin,0.389967638
SIRE,origin,0.466275138
SIRI,origin,0.650689465
SISI,origin,0.324858757
SITC,origin,0.442942885
SITCpA,origin,0.102289333
SITE,origin,0.611902651
SITM,origin,0.661346355
SIVB,origin,0.327889724
SIVBP,origin,0.441326235
SIVR,origin,0.802700505
SIX,origin,0.553088108
SIXH,origin,0.013125912
SIXJ,origin,0.461538462
SIXO,origin,0.624645088
SIXS,origin,0.33481153
SIZE,origin,0.351108448
SJ,origin,0.044293298
SJB,origin,0.460243923
SJI,origin,0.11329651
SJIJ,origin,0.418125644
SJIV,origin,1
SJM,origin,0.668377145
SJNK,origin,0.630155114
SJR,origin,0.568803379
SJT,origin,0.532337071
SJW,origin,0.75566971
SKE,origin,0.397536719
SKF,origin,0.126518513
SKIL,origin,0.343159982
SKIN,origin,0.553500573
SKLZ,origin,0.493496372
SKM,origin,0.771329071
SKOR,origin,0.13661009
SKT,origin,0.668823471
SKX,origin,0.681031155
SKY,origin,0.52786241
SKYH,origin,0.791697444
SKYH/WS,origin,0.851672322
SKYT,origin,0.750137044
SKYU,origin,0.997361478
SKYW,origin,0.408307863
SKYX,origin,0.513214398
SKYY,origin,0.182967059
SLAB,origin,0.877434757
SLAC,origin,0.477558569
SLAC/U,origin,0.073883122
SLAC/WS,origin,0.398900264
SLAM,origin,0.001216472
SLB,origin,0.203606801
SLCA,origin,0.342045833
SLDB,origin,0.596640805
SLDP,origin,0.467912129
SLDPW,origin,0.356444444
SLF,origin,0.438841157
SLG,origin,0.542451079
SLGC,origin,0.543840404
SLGG,origin,0.303171299
SLGL,origin,0.648582996
SLGN,origin,0.679651708
SLGpI,origin,0.440368055
SLI,origin,0.385897264
SLM,origin,0.538043164
SLMBP,origin,0.673202614
SLN,origin,0.304662198
SLNA,origin,0.223962609
SLNAW,origin,0.029737356
SLNG,origin,0.372137155
SLNH,origin,0.697969131
SLNHP,origin,0.107047645
SLNO,origin,0.719871842
SLP,origin,0.67261599
SLQD,origin,0.372637189
SLQT,origin,0.33126372
SLRC,origin,0.55280466
SLRX,origin,0.490659428
SLS,origin,0.556671684
SLV,origin,0.488606923
SLVM,origin,0.199771553
SLVO,origin,0.105559026
SLVP,origin,0.342613489
SLVR,origin,0.143462898
SLX,origin,0.337313772
SLY,origin,0.708405913
SLYG,origin,0.660819194
SLYV,origin,0.281609749
SM,origin,0.526418129
SMAP,origin,1
SMAR,origin,0.628362399
SMB,origin,0.403196791
SMBC,origin,0.840679766
SMBK,origin,0.468512898
SMCI,origin,0.509545857
SMDD,origin,0.258142665
SMDV,origin,0.506851503
SMFG,origin,0.343535192
SMFL,origin,0.565302144
SMFR,origin,0.531170444
SMFRW,origin,0.333333333
SMG,origin,0.563623669
SMH,origin,0.471907234
SMHB,origin,0.42580563
SMHI,origin,0.035066444
SMID,origin,0.46638494
SMIG,origin,0.884664038
SMIH,origin,0.004573171
SMIN,origin,0.155036655
SMIT,origin,0.299863489
SMLF,origin,0.543583212
SMLP,origin,0.147344111
SMLR,origin,0.380426204
SMLV,origin,0.372259696
SMMD,origin,0.413961551
SMMF,origin,0.107008289
SMMT,origin,0.461123144
SMMU,origin,0.206312049
SMMV,origin,0.508615484
SMN,origin,0.291567342
SMOG,origin,0.339697693
SMOT,origin,0.015350877
SMP,origin,0.415851115
SMPL,origin,0.200930305
SMR,origin,0.586393911
SMRT,origin,0.46717912
SMR/WS,origin,0.013579298
SMSI,origin,0.506394597
SMTC,origin,0.334804511
SMTI,origin,0.190890269
SMTS,origin,0.699065758
SMWB,origin,0.382025249
SNA,origin,0.574535689
SNAP,origin,0.472285554
SNAX,origin,0.587588443
SNAXW,origin,0.701088271
SNBR,origin,0.770965799
SNCE,origin,0.386592821
SNCR,origin,0.66392148
SNCRL,origin,0.825082508
SNCY,origin,0.545215246
SND,origin,0.551018377
SNDA,origin,0.150887574
SNDL,origin,0.489269681
SNDR,origin,0.452323518
SNDX,origin,0.339569007
SNES,origin,0.337499339
SNEX,origin,0.390577666
SNFCA,origin,0.405964406
SNGX,origin,0.002302119
SNLN,origin,0.068738574
SNMP,origin,0.507014782
SNN,origin,0.440518408
SNOA,origin,0.405072356
SNOW,origin,0.716937602
SNPE,origin,0.348332267
SNPO,origin,0.777342526
SNPS,origin,0.534005254
SNPX,origin,0.448260491
SNSE,origin,0.330389514
SNSR,origin,0.015412267
SNT,origin,0.507079011
SNTG,origin,0.530050305
SNTI,origin,0.563646545
SNV,origin,0.531959218
SNVpD,origin,0.837651483
SNVpE,origin,0.524202875
SNX,origin,0.744942886
SNY,origin,0.562189125
SO,origin,0.577179356
SOBR,origin,0.373787145
SOCL,origin,0.380435719
SOFI,origin,0.395969646
SOFO,origin,0.03424394
SOGU,origin,0.050691244
SOHO,origin,0.482673517
SOHON,origin,0.333333333
SOHU,origin,0.527315273
SOI,origin,0.465347136
SOJC,origin,0.772200772
SOJD,origin,0.551805062
SOJE,origin,0.400376136
SOL,origin,0.342616113
SOLO,origin,0.358336455
SOLR,origin,0.166666667
SON,origin,0.419029758
SOND,origin,0.630118668
SONM,origin,0.546236937
SONN,origin,0.412820539
SONO,origin,0.525307972
SONX,origin,0.789992393
SONY,origin,0.626730333
SOPA,origin,0.423175849
SOPH,origin,0.113100581
SOR,origin,0.375014929
SOS,origin,0.40901264
SOTK,origin,0.785891858
SOUN,origin,0.643790897
SOUNW,origin,0.010390896
SOVO,origin,0.367615418
SOXL,origin,0.408564141
SOXQ,origin,0.452531029
SOXS,origin,0.292758786
SOXX,origin,0.293052761
SOYB,origin,0.361817373
SP,origin,0.534881534
SPAB,origin,0.644555245
SPAX,origin,0.998763211
SPB,origin,0.529875605
SPBC,origin,0.013435701
SPBO,origin,0.163064029
SPC,origin,0.696387941
SPCB,origin,0.47953365
SPCE,origin,0.661478865
SPCM,origin,0.017647059
SPCMW,origin,0.130774261
SPCX,origin,0.002906977
SPD,origin,0.151921101
SPDN,origin,0.550492199
SPDV,origin,0.691518906
SPDW,origin,0.54162067
SPE,origin,0.124334601
SPEM,origin,0.72654908
SPEU,origin,0.071281901
SPFF,origin,0.360037673
SPFI,origin,0.707734347
SPG,origin,0.572378668
SPGI,origin,0.636732549
SPGM,origin,0.308423053
SPGP,origin,0.610716281
SPGpJ,origin,1
SPGS,origin,0.436953808
SPGS/WS,origin,0.004950495
SPH,origin,0.422256219
SPHB,origin,0.186248577
SPHD,origin,0.400533567
SPHQ,origin,0.299088282
SPHY,origin,0.1866474
SPI,origin,0.329028916
SPIB,origin,0.597688346
SPIP,origin,0.302153418
SPIR,origin,0.322974551
SPKX,origin,0.239130435
SPLB,origin,0.915843773
SPLG,origin,0.300890292
SPLK,origin,0.407704293
SPLP,origin,0.331050228
SPLPpA,origin,0.098039216
SPLV,origin,0.181290763
SPMB,origin,0.637892318
SPMD,origin,0.425011969
SPMO,origin,0.820582
SPNE,origin,0.195582421
SPNS,origin,0.586046585
SPNT,origin,0.42463022
SPNTpB,origin,0.451156567
SPOK,origin,0.238411953
SPOT,origin,0.302415712
SPPI,origin,0.66517458
SPPP,origin,0.181304788
SPR,origin,0.59635979
SPRB,origin,0.379213702
SPRC,origin,0.440478331
SPRE,origin,0.418912882
SPRO,origin,0.45065678
SPRX,origin,0.331683168
SPSB,origin,0.390246673
SPSC,origin,0.645557982
SPSK,origin,0.720215633
SPSM,origin,0.214439174
SPT,origin,0.619425253
SPTI,origin,0.350645629
SPTK,origin,9.72E-05
SPTKW,origin,0.065354731
SPTL,origin,0.422470276
SPTM,origin,0.391586095
SPTN,origin,0.528073916
SPTS,origin,0.545433289
SPUC,origin,0.844192635
SPUS,origin,0.767244145
SPUU,origin,0.046928478
SPVM,origin,0.004410838
SPVU,origin,0.980105937
SPWH,origin,0.310441328
SPWR,origin,0.590053898
SPXC,origin,0.402947143
SPXE,origin,0.446625767
SPXL,origin,0.428741988
SPXS,origin,0.405692171
SPXT,origin,0.333333333
SPXU,origin,0.507061152
SPXV,origin,1
SPXX,origin,0.661174708
SPY,origin,0.592709831
SPYC,origin,0.707150557
SPYD,origin,0.552870217
SPYG,origin,0.479139778
SPYI,origin,0.5
SPYV,origin,0.720864376
SPYX,origin,0.499326787
SQ,origin,0.480962967
SQEW,origin,0.31217456
SQFT,origin,0.264963563
SQL,origin,0.156832298
SQLV,origin,0.270072993
SQM,origin,0.353574426
SQNS,origin,0.057941963
SQQQ,origin,0.422389558
SQSP,origin,0.821018816
SQZ,origin,0.589720264
SR,origin,0.871898037
SRAD,origin,0.668665188
SRAX,origin,0.777378277
SRC,origin,0.6163501
SRCE,origin,0.364598092
SRCL,origin,0.223412418
SRCpA,origin,0.235614308
SRDX,origin,0.547163695
SRE,origin,0.508715031
SREA,origin,0.509924469
SRET,origin,0.289259774
SRG,origin,0.471349203
SRGA,origin,0.43904574
SRGpA,origin,0.194647202
SRHQ,origin,1
SRI,origin,0.186026694
SRL,origin,0.969230769
SRLN,origin,0.302617466
SRNE,origin,0.420400783
SRpA,origin,0.461673622
SRPT,origin,0.535126768
SRRK,origin,0.545133636
SRS,origin,0.403799763
SRT,origin,0.116079323
SRTS,origin,0.280076771
SRTY,origin,0.280814493
SRV,origin,0.697445208
SRVR,origin,0.186388237
SRZN,origin,0.448856799
SSB,origin,0.423050058
SSBI,origin,0.37494619
SSBK,origin,0.235048679
SSD,origin,0.59314813
SSFI,origin,0.997929607
SSG,origin,0.194650296
SSIC,origin,0.140939597
SSKN,origin,0.014008322
SSL,origin,0.52636925
SSNC,origin,0.428545394
SSNT,origin,0.326142706
SSO,origin,0.225494611
SSP,origin,0.57343501
SSPX,origin,0.5
SSRM,origin,0.40119612
SSSS,origin,0.236275757
SSSSL,origin,1
SST,origin,0.146412484
SSTI,origin,0.753713839
SSTK,origin,0.470311754
SSUS,origin,0.04367068
SSXU,origin,1
SSY,origin,0.887349617
SSYS,origin,0.203197636
ST,origin,0.543454525
STAA,origin,0.457200793
STAB,origin,0.289341871
STAF,origin,0.609642497
STAG,origin,0.437320166
STAR,origin,0.575387163
STARpD,origin,0.66442953
STARpG,origin,0.649580615
STARpI,origin,0.823602484
STBA,origin,0.557800567
STBX,origin,0.239296001
STC,origin,0.408598523
STCE,origin,0.187804878
STCN,origin,0.28451092
STE,origin,0.676983186
STEL,origin,0.556208791
STEM,origin,0.685145201
STEP,origin,0.733499199
STER,origin,0.702173188
STET,origin,0.99923136
STEW,origin,0.443350416
STG,origin,0.741312024
STGF,origin,0.001763668
STGW,origin,0.569109423
STIM,origin,0.190051207
STIP,origin,0.149022377
STIX,origin,0.625654742
STIXW,origin,0.816674182
STK,origin,0.47686242
STKH,origin,0.402801868
STKL,origin,0.568297413
STKS,origin,0.454458781
STLA,origin,0.721350337
STLD,origin,0.665578195
STM,origin,0.399328599
STN,origin,0.229663212
STNE,origin,0.408446413
STNG,origin,0.468447165
STOK,origin,0.451150175
STON,origin,0.621631607
STOR,origin,0.430017477
STOT,origin,0.062796015
STPZ,origin,0.459252383
STR,origin,0.452787311
STRA,origin,0.489006947
STRC,origin,0.633479697
STRE,origin,0.499975001
STRL,origin,0.233226282
STRM,origin,0.912381049
STRN,origin,0.13150289
STRO,origin,0.298853448
STRR,origin,0.377572105
STRRP,origin,0.851316907
STRS,origin,0.724336794
STRT,origin,0.681034483
STRV,origin,0.865971039
STRY,origin,0.51194365
STRY/WS,origin,0.087984566
STSA,origin,0.783744484
STSS,origin,0.666137889
STT,origin,0.526512241
STTK,origin,0.356941044
STTpD,origin,0.464772675
STTpG,origin,0.418058491
STVN,origin,0.46200732
STWD,origin,0.575192004
STX,origin,0.521084135
STXS,origin,0.548860271
STZ,origin,0.663934784
STZ/B,origin,0.555555556
SU,origin,0.479852713
SUAC/U,origin,0.333333333
SUAC/WS,origin,1
SUB,origin,0.323483677
SUI,origin,0.332490942
SUM,origin,0.705369183
SUMO,origin,0.722266925
SUN,origin,0.53070114
SUNL,origin,0.663533635
SUNL/WS,origin,0.099099099
SUNW,origin,0.33025564
SUP,origin,0.366487118
SUPL,origin,1
SUPN,origin,0.50308601
SUPV,origin,0.309052157
SURF,origin,0.336298961
SURG,origin,0.577786597
SURGW,origin,0.730671736
SUSA,origin,0.220077408
SUSB,origin,0.338149714
SUSC,origin,0.133785187
SUSL,origin,0.362322552
SUZ,origin,0.706782111
SVAL,origin,0.639326414
SVC,origin,0.412616523
SVFA,origin,0.248644988
SVFAW,origin,0.870520105
SVFB,origin,0.465646404
SVFD,origin,0.310593346
SVII,origin,0.518682586
SVIIR,origin,1
SVIIU,origin,0.037638245
SVIIW,origin,1
SVIX,origin,0.289485747
SVM,origin,0.436844491
SVNA,origin,0.5
SVOL,origin,0.157977167
SVRA,origin,0.005646231
SVRE,origin,0.558325025
SVT,origin,0.641482537
SVVC,origin,0.010344828
SVXY,origin,0.422332752
SWAN,origin,0.437222174
SWAR,origin,0.67617579
SWAV,origin,0.481548222
SWBI,origin,0.572628132
SWCH,origin,0.377678688
SWEB,origin,0.997252747
SWETW,origin,1
SWI,origin,0.656613177
SWIM,origin,0.484492817
SWIR,origin,0.83338001
SWK,origin,0.683804944
SWKH,origin,0.002283959
SWKS,origin,0.371002379
SWN,origin,0.54652782
SWT,origin,0.002809458
SWTX,origin,0.621449229
SWVL,origin,0.36750373
SWX,origin,0.157841439
SWZ,origin,0.010942761
SXC,origin,0.476133898
SXI,origin,0.771710202
SXT,origin,0.667910293
SXTC,origin,0.744183378
SY,origin,0.316284987
SYBT,origin,0.303723481
SYBX,origin,0.361129014
SYF,origin,0.600892032
SYFpA,origin,0.533667829
SYK,origin,0.549038057
SYLD,origin,0.531858509
SYM,origin,0.518618602
SYNA,origin,0.462188087
SYNH,origin,0.166647569
SYPR,origin,0.331247886
SYRS,origin,0.444958722
SYTA,origin,0.572157222
SYUS,origin,0.5
SYY,origin,0.612926978
SZK,origin,0.30783788
SZNE,origin,0.332398317
SZZL,origin,0.882352941
T,origin,0.557232912
TA,origin,0.479597864
TAC,origin,0.194966798
TACK,origin,0.656167802
TACT,origin,0.198190789
TAFI,origin,0.976001501
TAGS,origin,0.015419473
TAIL,origin,0.082607348
TAIT,origin,0.751770096
TAK,origin,0.492322945
TAL,origin,0.441432681
TALK,origin,0.58300921
TALKW,origin,0.995024876
TALO,origin,0.49257005
TALS,origin,0.243464528
TAN,origin,0.459150416
TANH,origin,0.459300045
TANNI,origin,0.273124545
TANNL,origin,0.260381594
TANNZ,origin,0.437145558
TAOP,origin,0.226395589
TAP,origin,0.629229954
TAP/A,origin,0.42816092
TARA,origin,0.942270574
TARK,origin,0.339620767
TARO,origin,0.401533635
TARS,origin,0.725074162
TASK,origin,0.20233841
TAST,origin,0.131246563
TATT,origin,0.371287129
TAXF,origin,0.091650973
TAYD,origin,0.887406172
TBB,origin,0.434418178
TBBK,origin,0.68249779
TBC,origin,0.562880068
TBCP,origin,0.000217344
TBCPW,origin,0.002070393
TBF,origin,0.382037588
TBI,origin,0.51178361
TBIL,origin,0.686668218
TBJL,origin,0.970035551
TBK,origin,0.631045994
TBKCP,origin,0.819672131
TBLA,origin,0.661490273
TBLD,origin,0.504503233
TBLT,origin,0.561114277
TBLTW,origin,0.5
TBNK,origin,0.884992987
TBPH,origin,0.72864374
TBSA,origin,1
TBT,origin,0.626964831
TBUX,origin,0.372873492
TBX,origin,0.923170978
TC,origin,0.286574829
TCBC,origin,0.997506234
TCBI,origin,0.521815612
TCBIO,origin,0.687699888
TCBK,origin,0.542522389
TCBP,origin,0.501237885
TCBX,origin,0.218275133
TCDA,origin,0.48759687
TCFC,origin,0.200389105
TCHI,origin,0.642857143
TCHP,origin,0.373458118
TCI,origin,0.471893491
TCMD,origin,0.263507845
TCN,origin,0.560297515
TCOA/U,origin,0.104761905
TCOM,origin,0.480733821
TCON,origin,0.435266028
TCPC,origin,0.352621609
TCRR,origin,0.35081642
TCRT,origin,0.677973232
TCRX,origin,0.06122449
TCS,origin,0.350731084
TCVA,origin,1
TCX,origin,0.933580388
TD,origin,0.306080597
TDC,origin,0.400031146
TDCX,origin,0.231291038
TDF,origin,0.305498126
TDG,origin,0.655127361
TDIV,origin,0.21928583
TDOC,origin,0.429750818
TDS,origin,0.500469875
TDSB,origin,0.049909256
TDSC,origin,0.314074564
TDSD,origin,0.02502136
TDSE,origin,0.058239673
TDSpU,origin,0.208065519
TDSpV,origin,0.645922275
TDTF,origin,0.252294573
TDTT,origin,0.663654171
TDUP,origin,0.610902333
TDV,origin,0.702348933
TDVG,origin,0.883207714
TDW,origin,0.494300263
TDW/WS/A,origin,0.315812464
TDW/WS/B,origin,1
TDY,origin,0.412336302
TEAF,origin,0.416253803
TEAM,origin,0.261144537
TECB,origin,0.227572077
TECH,origin,0.818223386
TECK,origin,0.397762931
TECL,origin,0.441813758
TECS,origin,0.271653878
TECTP,origin,1
TEDU,origin,0.373567609
TEF,origin,0.521713731
TEI,origin,0.51492154
TEL,origin,0.746506494
TELA,origin,0.387876579
TELL,origin,0.217955704
TELZ,origin,1
TEN,origin,0.791638082
TENB,origin,0.831929608
TENX,origin,0.428733603
TEO,origin,0.705385286
TEQI,origin,0.871709686
TER,origin,0.463740643
TERN,origin,0.483957185
TESS,origin,0.299558883
TETCU,origin,0.5
TETE,origin,0.992592775
TETEU,origin,0.832061069
TEVA,origin,0.552986525
TEX,origin,0.574268291
TFC,origin,0.590799233
TFCpI,origin,0.307702813
TFCpO,origin,0.396993935
TFCpR,origin,0.334643204
TFFP,origin,0.333227356
TFI,origin,0.727512899
TFII,origin,0.375859093
TFLO,origin,0.708000606
TFPM,origin,0.291163689
TFSA,origin,1
TFSL,origin,0.494511058
TFX,origin,0.775034251
TG,origin,0.589017632
TGAA,origin,0.006110842
TGAN,origin,0.332065653
TGB,origin,0.4258924
TGH,origin,0.490324428
TGHpA,origin,0.238410596
TGHpB,origin,0.645888206
TGI,origin,0.428927447
TGIF,origin,0.107692308
TGL,origin,0.511473597
TGLS,origin,0.24302212
TGNA,origin,0.372069297
TGR,origin,0.5
TGRW,origin,0.801517572
TGS,origin,0.384548341
TGT,origin,0.503082086
TGTX,origin,0.350299835
TH,origin,0.65346119
THC,origin,0.462686011
THCA,origin,0.798275516
THCH,origin,0.241191083
THCHW,origin,0.696693964
THCPW,origin,0.048899756
THCX,origin,0.244592893
THD,origin,0.491801592
THFF,origin,0.45404361
THG,origin,0.476033703
THLV,origin,0.999755322
THM,origin,0.317834575
THMO,origin,0.58118858
THNQ,origin,0.007246377
THO,origin,0.673147747
THQ,origin,0.43600658
THR,origin,0.094235051
THRD,origin,0.574362365
THRM,origin,0.588448278
THRN,origin,0.380033714
THRX,origin,0.254116232
THRY,origin,0.335797646
THS,origin,0.412701844
THTX,origin,0.00287421
THW,origin,0.633710616
THWWW,origin,0.994390617
THY,origin,0.653579176
THYF,origin,1
TIG,origin,0.454777335
TIGO,origin,0.661684106
TIGR,origin,0.719656445
TIL,origin,0.219636919
TILE,origin,0.468641066
TILL,origin,0.793693009
TILT,origin,0.113357401
TIMB,origin,0.310149327
TINT,origin,1
TINV,origin,0.370756263
TIP,origin,0.354897295
TIPD,origin,0.178807947
TIPL,origin,0.230769231
TIPT,origin,0.806077639
TIPX,origin,0.638992175
TIPZ,origin,0.270996817
TIRX,origin,0.040739344
TISI,origin,0.507367493
TITN,origin,0.370500268
TIVC,origin,0.654097373
TIXT,origin,0.846534735
TJX,origin,0.390428114
TK,origin,0.18360296
TKAT,origin,0.020513822
TKC,origin,0.45898958
TKLF,origin,0.703428948
TKNO,origin,0.396072258
TKR,origin,0.513614762
TLF,origin,0.941176471
TLGA,origin,7.65E-05
TLH,origin,0.687910359
TLIS,origin,0.352738505
TLK,origin,0.582288606
TLRY,origin,0.407758088
TLS,origin,0.401591858
TLSA,origin,0.276540535
TLT,origin,0.313006967
TLTD,origin,0.024479431
TLTE,origin,0.814847548
TLTW,origin,0.927319922
TLYS,origin,0.601496589
TM,origin,0.529264489
TMAC,origin,1
TMAT,origin,0.800844206
TMC,origin,0.715536901
TMCI,origin,0.613600707
TMCWW,origin,0.788235294
TMDI,origin,0.666264656
TMDV,origin,0.770833333
TMDX,origin,0.646940586
TME,origin,0.644370864
TMF,origin,0.397798119
TMFC,origin,0.258476581
TMFE,origin,0.172839506
TMFG,origin,0.001242236
TMFS,origin,0.003350084
TMFX,origin,0.01961927
TMHC,origin,0.522400731
TMKR,origin,0.242448732
TMKRU,origin,0.01369863
TMKRW,origin,0.718309859
TMO,origin,0.351080782
TMP,origin,0.648462202
TMQ,origin,0.289412802
TMST,origin,0.465164759
TMUS,origin,0.356766593
TMV,origin,0.444765496
TNA,origin,0.396572686
TNC,origin,0.405143949
TNDM,origin,0.317439262
TNET,origin,0.636000497
TNGX,origin,0.78406816
TNK,origin,0.337053078
TNL,origin,0.421048254
TNON,origin,0.352629308
TNP,origin,0.307035393
TNPpD,origin,0.538599641
TNPpE,origin,0.565085158
TNPpF,origin,0.15921288
TNXP,origin,0.431814588
TNYA,origin,0.835583638
TOAC,origin,0.010045662
TOI,origin,0.846182201
TOIIW,origin,0.430755977
TOK,origin,0.109589041
TOKE,origin,0.459677419
TOL,origin,0.472747458
TOLZ,origin,0.512568428
TOMZ,origin,0.001438849
TOP,origin,0.459752115
TOPS,origin,0.375304981
TOST,origin,0.459464564
TOTL,origin,0.478523039
TOUR,origin,0.224981085
TOVX,origin,0.160884354
TOWN,origin,0.706260831
TpA,origin,0.822265228
TPB,origin,0.308044876
TPBA,origin,0.039787798
TpC,origin,0.44978347
TPC,origin,0.323235947
TPG,origin,0.788576753
TPH,origin,0.352702735
TPHD,origin,0.783560368
TPHE,origin,0.804600544
TPHS,origin,0.847219656
TPIC,origin,0.176948893
TPIF,origin,0.297844374
TPL,origin,0.35341666
TPLC,origin,0.415695892
TPLE,origin,0.506065858
TPOR,origin,0.256181319
TPR,origin,0.402322744
TPSC,origin,0.576785714
TPST,origin,0.246037464
TPTA,origin,1
TPVG,origin,0.72022748
TPX,origin,0.450236397
TPYP,origin,0.297477823
TPZ,origin,0.377765668
TQQQ,origin,0.610601423
TR,origin,0.803812491
TRAQ,origin,1
TRC,origin,0.417720722
TRDA,origin,0.436225389
TREE,origin,0.566791438
TREX,origin,0.559986224
TRFM,origin,1
TRGP,origin,0.678428205
TRHC,origin,0.21307815
TRI,origin,0.620974065
TRIB,origin,0.766092627
TRIN,origin,0.519605177
TRINL,origin,0.747394237
TRIP,origin,0.356296373
TRIS,origin,0.003776578
TRIS/U,origin,0.791666667
TRKA,origin,0.684951976
TRMB,origin,0.375379539
TRMD,origin,0.719646573
TRMK,origin,0.502376046
TRMR,origin,0.342728238
TRN,origin,0.731041566
TRND,origin,1
TRNO,origin,0.527124345
TRNS,origin,0.806809002
TRON,origin,0.9
TROO,origin,0.683014354
TROW,origin,0.357852819
TROX,origin,0.325401219
TRP,origin,0.40570403
TRQ,origin,0.265138589
TRS,origin,0.527543676
TRST,origin,0.43624088
TRT,origin,0.584187547
TRTL,origin,0.775636998
TRTL/WS,origin,0.99622123
TRTN,origin,0.700022769
TRTNpA,origin,0.969381506
TRTNpB,origin,0.729166667
TRTNpC,origin,0.719369187
TRTNpD,origin,0.165962975
TRTNpE,origin,0.904255319
TRTX,origin,0.666519006
TRTXpC,origin,0.811525104
TRTY,origin,0.882502113
TRU,origin,0.408073294
TRUE,origin,0.603356439
TRUP,origin,0.834851548
TRV,origin,0.356973634
TRVG,origin,0.256779524
TRVI,origin,0.496639398
TRVN,origin,0.633511216
TRX,origin,0.61141997
TS,origin,0.572520099
TSAT,origin,0.201132918
TSBK,origin,0.128525409
TSCO,origin,0.453969264
TSE,origin,0.579237584
TSEM,origin,0.269661266
TSHA,origin,0.489792579
TSI,origin,0.109580959
TSL,origin,0.658291457
TSLA,origin,0.424932198
TSLH,origin,0.005602988
TSLI,origin,0.946704067
TSLL,origin,0.51286635
TSLQ,origin,0.284024062
TSLS,origin,0.514885506
TSLX,origin,0.692465884
TSM,origin,0.239811478
TSME,origin,0.75
TSN,origin,0.303517176
TSOC,origin,1
TSP,origin,0.225256552
TSPA,origin,0.666666667
TSQ,origin,0.658104825
TSRI,origin,0.873881932
TSVT,origin,0.317590348
TT,origin,0.331662511
TTAC,origin,0.118087855
